id,kanji,kana,korean
n1_0500,がる,がる,"~해하다, ~하고 싶어하다(감정 표출)"
n1_0508,非,ひ,"비-, ~아닌(접두사)"
n1_0533,一日,いちじつ,"하루, (달의) 첫째 날"
n1_0550,七日,なぬか,"이레, 7일"
n1_0589,遅くとも,おそくとも,늦어도
n1_0608,元来,がんらい,원래; 본래
n1_0609,お大事に,おだいじに,몸조리 잘 하세요
n1_0688,畏まりました,かしこまりました,알겠습니다(공손한 표현)
n1_0871,ちらっと,ちらっと,"흘끗, 얼핏"
n1_0875,而も,しかも,"게다가, 그럼에도"
n1_0906,終始,しゅうし,"시종, 처음부터 끝까지"
n1_0917,ずるずる,ずるずる,질질(끄는 모양)
n1_0919,製,せい,"~제, ~산(만든 곳을 나타냄)"
n1_1071,沿い,ぞい,~을 따라
n1_1098,通常,つうじょう,통상; 보통
n1_1107,自ずから,おのずから,저절로; 자연히
n1_1113,近々,きんきん,조만간; 가까운 시일 내에
n1_1167,煌々と,こうこうと,"휘황찬란하게, 환하게"
n1_1201,毎,ごと,~마다
n1_1246,故,こ,"고(故), 이미 세상을 떠난"
n1_1253,次,し,"차례, 순서"
n1_1258,隔週,かくしゅう,격주
n1_1286,暫く,しばらく,"잠시, 잠깐"
n1_1320,ぶらぶら,ぶらぶら,어슬렁어슬렁; 빈둥빈둥
n1_1330,凡ゆる,あらゆる,모든
n1_1361,忽ち,たちまち,"순식간에, 금세"
n1_1375,日頃,ひごろ,평소
n1_1411,ちやほや,ちやほや,"오냐오냐 하다, 떠받들다"
n1_1413,殆ど,ほとんど,거의
n1_1427,にも拘らず,にもかかわらず,~에도 불구하고
n1_1466,かも知れない,かもしれない,~일지도 모른다
n1_1497,俺,おれ,나(남성이 쓰는 거친/친근한 1인칭)
n1_1526,各種,かくしゅ,각종
n1_1530,然しながら,しかしながら,그렇지만; 그러나
n1_1614,於,お,~에서(문어체)
n1_1622,その為,そのため,그 때문에; 그러므로
n1_1651,副,とりわけ,특히; 그중에서도
n1_1666,もろに,もろに,정통으로; 직접적으로
n1_1707,依って,よって,따라서; 그러므로
n1_1714,敢えて,あえて,"굳이, 감히"
n1_1911,その内,そのうち,"조만간, 머지않아"
n1_1932,けれど,けれど,"그렇지만, 하지만"
n1_1949,断然,だんぜん,"단연, 단호히"
n1_2010,画,かく,획
n1_2028,私,あたし,나(여성어)
n1_2040,嘸,さぞ,필시
n1_2044,一人でに,ひとりでに,저절로
n1_2073,三,み,셋(고유어 접두어)
n1_2075,於いて,おいて,~에서; ~에 있어서
n1_2089,其れでは,それでは,그러면; 그렇다면
n1_2127,的,てき,~적(인)
n1_2173,乃至,ないし,내지; 혹은
n1_2176,あっさり,あっさり,깔끔하게; 간단히
n1_2187,お目出度う,おめでとう,축하합니다
n1_2220,始めまして,はじめまして,처음 뵙겠습니다
n1_2269,がっちり,がっちり,"다부지다, 튼튼하다"
n1_2338,付き,つき,"~이 딸림, ~부착"
n1_2374,生まれつき,うまれつき,"타고난, 선천적으로"
n1_2399,丸ごと,まるごと,통째로
n1_2439,哉,や,"어조사(고어체, 감탄·의문을 나타냄)"
n1_2470,仮令,たとえ,"설령, 비록"
n1_2484,少なくとも,すくなくとも,적어도
n1_2532,様,さま,~님; 모습
n1_2549,転転,てんてん,이리저리 옮겨 다님; 전전함
n1_2577,依,い,"의함, 의거함"
n1_2584,オーケー,オーケー,"오케이, 좋음"
n1_2613,超,ちょう,"초-, 초월"
n1_2621,しいんと,しいんと,쥐 죽은 듯이 조용함
n1_2631,重,え,~겹(접미어)
n1_2660,否,いいえ,"아니오, 부정"
n1_2763,ご苦労様,ごくろうさま,수고하셨습니다(윗사람이 아랫사람에게)
n1_2769,しまった,しまった,"아차!, 아뿔싸!"
n1_2890,段々,だんだん,"점점, 차츰"
n1_2908,悉く,ことごとく,"모조리, 남김없이"
n1_2935,あら,あら,"어머, 어라 (놀람을 나타내는 감탄사)"
n1_2962,手元,てもと,"수중, 바로 곁"
n1_2964,六,む,"여섯 (훈독 표현에 쓰이는 수사, 六日・六つ 등)"
n1_2997,殊に,ことに,특히
n1_3043,泌み泌み,しみじみ,절실히; 곰곰이; 뼈저리게
n1_3084,過ぎ,すぎ,"지남, 넘음"
n1_3095,取り分,とりわけ,특히
n1_3128,日々,ひび,"나날, 매일"
n1_3177,一昨昨日,さきおととい,"그끄저께, 사흘 전"
n1_3193,久し振り,ひさしぶり,오랜만
n1_3236,一見,いちげん,"초면, 낯선 손님"
n1_3247,云々,うんぬん,"운운, 이러쿵저러쿵"
n1_3254,一頃,ひところ,"한때, 얼마 전"
n1_3334,終日,しゅうじつ,종일; 하루 종일
n1_3343,以て,もって,~로써; ~을 가지고
n1_3350,況して,まして,하물며
n1_3352,サンキュー,サンキュー,땡큐; 고마워
n1_3374,すんなり,すんなり,순조롭게; 순순히
n1_3391,矢鱈に,やたらに,"마구, 함부로"
n2_0046,着々,ちゃくちゃく,"착착, 순조롭게"
n2_0086,ごぞんじですか,ごぞんじですか,"아십니까?, 알고 계십니까?"
n2_0106,思いっ切り,おもいっきり,"마음껏, 힘껏"
n2_0111,折角,せっかく,모처럼
n2_0165,なんとも,なんとも,"정말이지, 뭐라고"
n2_0184,あひら,あひら,오리
n2_0191,しいんと,しいんと,쥐 죽은 듯 조용함
n2_0196,すくなくとも,すくなくとも,적어도
n2_0301,生き生き,いきいき,"생기 있게, 활기차게"
n2_0322,再来年,さらいねん,내후년
n2_0386,絶えず,たえず,끊임없이
n2_0395,直前,ちょくぜん,직전
n2_0407,こちらこそ,こちらこそ,저야말로
n2_0431,ミリ,みり,밀리(미터)
n2_0448,そのため,そのため,"그 때문에, 그래서"
n2_0474,おまたせしました,おまたせしました,오래 기다리셨습니다
n2_0483,そういえば,そういえば,그러고 보니
n2_0514,はじめまして,はじめまして,처음 뵙겠습니다
n2_0548,ごちそうさま,ごちそうさま,잘 먹었습니다
n2_0564,ひとりでに,ひとりでに,저절로
n2_0624,いってらっしゃい,いってらっしゃい,다녀오세요
n2_0639,一斉,いっせい,일제히
n2_0660,どきどき,どきどき,두근두근
n2_0680,そのころ,そのころ,"그 무렵, 그때"
n2_0702,イコール,イコール,"이퀄, 같음(=)"
n2_0718,うろうろ,うろうろ,"어슬렁어슬렁, 서성거림"
n2_0778,おまちください,おまちください,잠시 기다려 주십시오
n2_0783,おまちどおさま,おまちどおさま,오래 기다리셨습니다
n2_0792,さきおととい,さきおととい,그끄저께(3일 전)
n2_0834,しょうがない,しょうがない,어쩔 수 없다
n2_0972,ごくろうさま,ごくろうさま,"수고하셨습니다, 수고했어요"
n2_0994,いちいち,いちいち,"일일이, 하나하나"
n2_0995,本来,ほんらい,"본래, 원래"
n2_1049,転々,てんてん,이리저리 옮겨 다님
n2_1092,ええと,ええと,"음, 저... (말 고를 때)"
n2_1095,元々,もともと,"원래, 본래"
n2_1163,リットル,リットル,리터
n2_1296,早速,さっそく,"즉시, 바로"
n2_1320,おだいじに,おだいじに,몸조리 잘하세요
n2_1401,めっきり,めっきり,"부쩍, 현저히"
n2_1453,おかげさまで,おかげさまで,덕분에
n2_1465,いってまいります,いってまいります,다녀오겠습니다
n2_1485,まごまご,まごまご,"허둥지둥하다, 우물쭈물하다"
n2_1565,ぎっしり,ぎっしり,"빽빽이, 가득"
n2_1601,万歳,ばんざい,만세
n2_1608,余所,よそ,"다른 곳, 딴 곳"
n2_1626,直後,ちょくご,직후
n2_1629,のろのろ,のろのろ,"느릿느릿, 꾸물꾸물"
n2_1630,斜,はす,"비스듬함, 사선"
n2_1646,たちまち,たちまち,"순식간에, 금세"
n2_1651,目下,めした,"손아랫사람, 부하"
n2_1701,しみじみ,しみじみ,"절실히, 곰곰이"
n2_1827,未満,みまん,미만
n2_1828,けれど / けれども,けれど / けれども,"그러나, 하지만"
n3_0033,だが,だが,"그러나, 하지만"
n3_0040,ちょうだい,ちょうだい,"주세요, 줘"
n3_0065,のんびり,のんびり,"느긋함, 여유로움"
n3_0078,いえ,いえ,"아니요, 아니"
n3_0152,次々,つぎつぎ,"차례차례, 잇달아"
n3_0176,結局,けっきょく,결국
n3_0238,精々,せいぜい,"기껏해야, 고작"
n3_0269,全員,ぜんいん,전원
n3_0272,より,より,(실의) 꼬임
n3_0295,あらゆる,あらゆる,"모든, 온갖"
n3_0319,彼等,かれら,그들
n3_0334,陸,りく,"육지, 땅"
n3_0413,気味,きみ,"~한 기색, ~한 느낌"
n3_0419,無し,なし,없음
n3_0455,自身,じしん,"자신, 스스로"
n3_0458,二十,はたち,스무 살
n3_0517,九,きゅう,"아홉, 9"
n3_0528,キロ,キロ,킬로(그램/미터)
n3_0531,独り,ひとり,"혼자, 홀로"
n3_0542,ノー,のー,"노, 아니오(거절)"
n3_0548,じっと,じっと,"가만히, 꼼짝 않고"
n3_0559,いつか,いつか,"언젠가, 훗날"
n3_0572,旧,きゅう,"구(舊), 옛, 전(前)"
n3_0630,言わば,いわば,말하자면
n3_0758,等,など,"등, ~등등"
n3_0773,いらっしゃい,いらっしゃい,어서 오세요
n3_0783,不,ふ,부-(부정 접두어)
n3_0805,我々,われわれ,우리(들)
n3_0851,後者,こうしゃ,후자
n3_0870,ですから,ですから,"그러므로, 그래서"
n3_0906,おまえ,おまえ,"너, 자네"
n3_0912,直接,ちょくせつ,직접
n3_0928,全,ぜん,전(체)
n3_0934,あっ,あっ,아!
n3_0984,なにも,なにも,아무것도 (~않다)
n3_1067,だけど,だけど,"그렇지만, 하지만"
n3_1075,七,しち,"칠, 일곱"
n3_1079,とん,とん,톤
n3_1124,否,いや,"아니, 아니요"
n3_1171,滅多に,めったに,"좀처럼, 거의 ~않다"
n3_1193,ぼんやり,ぼんやり,"멍하니, 흐릿하게"
n3_1232,おめでとう,おめでとう,"축하해요, 축하합니다"
n3_1239,いずれ,いずれ,"조만간, 머지않아"
n3_1283,どこか,どこか,어딘가
n3_1287,四,し,"넷, 사(4)"
n3_1305,はあ,はあ,하아 (감탄사)
n3_1339,でも,でも,"그러나, 하지만"
n3_1341,ほぼ,ほぼ,거의
n3_1375,左右,さゆう,좌우
n3_1412,直に,じかに,"직접, 바로"
n3_1425,まあ,まあ,"뭐, 글쎄 (가벼운 감탄·완화 표현)"
n3_1426,普段,ふだん,"평소, 보통"
n3_1446,かもしれない,かもしれない,~일지도 모른다
n3_1464,最中,さいちゅう,"한창, ~하는 중"
n3_1473,十,じゅう,"열, 10"
n3_1474,様,よう,"모양, ~같은 것"
n3_1542,同時,どうじ,동시
n3_1572,実に,じつに,"실로, 정말"
n3_1589,よると,よると,~에 따르면
n3_1591,際,さい,"~할 때, ~즈음"
n3_1687,前者,ぜんしゃ,전자(前者)
n3_1688,主に,おもに,주로
n3_1712,違いない,ちがいない,틀림없다
n3_1780,いただきます,いただきます,잘 먹겠습니다
n3_1789,そのうち,そのうち,"조만간, 머지않아"
n3_1797,パーセント,パーセント,퍼센트
n5_0024,一月,ひとつき,한 달
n5_0028,九,きゅう / く,"아홉, 9"
n5_0037,十,じゅう  とお,"열, 10"
n5_0045,六日,むいか,6일
n5_0061,毎月,まいげつ / まいつき,매달
n5_0103,六,ろく,"여섯, 육"
n5_0105,初めて,はじめて,처음으로
n5_0150,ほか,ほか,"다른 것, 그 외"
n5_0163,キロ / キログラム,キロ / キログラム,킬로그램
n5_0165,自分,じぶん,"자기 자신, 스스로"
n5_0170,はい,はい,네
n5_0175,いいえ,いいえ,아니요
n5_0199,四,し / よん,"넷, 사(4)"
n5_0226,七,しち / なな,"칠, 일곱"
n5_0228,だんだん,だんだん,점점
n5_0250,ゼロ,ゼロ,"영, 제로"
n5_0261,それでは,それでは,"그러면, 그럼"
n5_0283,キロ / キロメートル,キロ / キロメートル,킬로미터
n5_0295,八,はち,"여덟, 8"
n5_0301,ください,ください,주세요
n5_0310,五,ご,"다섯, 5"
n5_0317,零,れい,"영, 0"
n5_0321,一人,ひとり,"한 사람, 혼자"
n5_0337,百,ひゃく,백
n5_0345,あなた,あなた,당신
n5_0346,千,せん,천
n5_0354,二十歳,はたち,스무 살
n5_0397,万,まん,만(10000)
n5_0402,でも,でも,"하지만, 그래도"
n5_0413,大勢,おおぜい,많은 사람들
n5_0441,三,さん,"삼, 셋"
n5_0447,七日,なのか,"칠 일, 7일"
n5_0450,グラム,グラム,그램
n5_0452,後,あと,"나중, 후"
n5_0458,八日,ようか,"팔 일, 8일"
n5_0461,九日,ここのか,"구 일, 9일"
n5_0469,ええ,ええ,"네, 예"
n5_0470,毎日,まいにち,매일
n5_0472,一,いち,"하나, 1"
n5_0507,水曜日,すいようび,수요일
n5_0511,土曜日,どようび,토요일
n5_0560,メートル,メートル,미터
n5_0562,半,はん,"반, ~시 반"
n5_0565,四日,よっか,"나흘, 4일"
n5_0597,日曜日,にちようび,일요일
n5_0620,いかが,いかが,"어떠세요, 어떻습니까"
n5_0624,さあ,さあ,"자, 글쎄요"
n5_0636,二,に,"둘, 2"
n5_0642,月曜日,げつようび,월요일
1,私,わたし,"나, 저"
2,あなた,あなた,당신
n4_125,以下,いか,이하
n4_126,以外,いがい,이외
n4_132,以上,いじょう,이상
n4_137,一生懸命,いっしょうけんめい,목숨 걸고 일함
n4_140,以内,いない,이내
n4_160,うん,うん,예
n4_171,おかげ,おかげ,덕분
n4_231,彼女,かのじょ,그녀
n4_238,彼,かれ,그
n4_260,君,きみ,너
n4_282,君,くん,군
n4_320,こと,こと,일
n4_323,このごろ,このごろ,요즈음
n4_346,さっき,さっき,아까
n4_371,しばらく,しばらく,잠깐
n4_451,そろそろ,そろそろ,슬슬
n4_472,例えば,たとえば,예를 들어
n4_486,ちゃん,ちゃん,여성 호칭
n4_574,倍,ばい,배
n4_580,はず,はず,할 것
n4_638,僕,ぼく,나
n4_136,一度,いちど,일단
n4_173,億,おく,일억
n4_535,どんどん,どんどん,점점
n4_619,普通,ふつう,보통
n4_546,なるべく,なるべく,가급적
n4_239,彼ら,かれら,그들
n4_294,けれど,けれど,그렇지만
n4_322,このあいだ,このあいだ,전날
n4_415,すっかり,すっかり,완전히
n4_525,特に,とくに,특히
n4_601,久しぶり,ひさしぶり,오랜만에
